"","NOS.NS.1","NOS.NS.2","NOS.NS.3","NOS.LA.1","NOS.LA.2","NOS.LA.3","S.NS.1","S.NS.2","S.NS.3","S.LA.1","S.LA.2","S.LA.3"
"205961_s_at",8.19236309965149,7.37110039264782,7.66664635530922,7.54542553039593,7.38713779655371,7.19698675425092,8.06951191244508,7.18533832627447,7.59938787384621,8.09761002182382,7.42824805706427,7.82487357299321
"213060_s_at",8.71962821606844,7.96166904337625,9.11267392506959,8.81640754297201,7.50351323926046,9.22582996725959,8.65286878365164,9.39603168084774,9.13525479814038,8.6410894827008,9.54805066643546,9.14536605684677
"217985_s_at",8.6686467231307,7.92896203491731,7.95492090946635,8.52194869517277,8.03674564233282,7.91108704093187,8.2292151589825,8.34625966384603,7.64863859760438,8.34016143043606,8.42740619423755,7.71610306921296
"1555193_a_at",6.69109129975982,5.66313407717738,6.45642558833403,6.26620169969182,6.14448285498138,4.90783857834488,6.7697941976607,5.70661991557717,5.81192858424566,6.60074801513288,6.41393540850392,5.55757871906574
"203553_s_at",7.81125553706908,7.00618581931239,7.73320853922735,7.67289341987313,7.24910633522379,6.70688216999596,8.10735451166414,6.904822359793,7.04430879684957,8.20764177867262,7.7248359919363,7.38898222713954
"214219_x_at",6.17113830179439,5.63388729178521,5.75900421674036,6.0863161567905,5.36493217672011,6.29830296997058,5.4564318403928,5.87888735261244,6.08547165533847,5.6221932592383,6.00888405880861,6.09241240276813
"209872_s_at",5.99877522502585,6.70582985318882,6.23625181456073,6.83391303069034,6.77898166653803,6.09521862254753,7.38713466716008,7.03938275661426,5.42988331636419,7.31420411653472,7.18296335663812,6.0659104208202
"204233_s_at",6.46179290801886,6.06220701116931,5.81344089253827,6.11954441583369,6.1410595271561,5.84249075699835,6.52221882310191,6.30178283940159,5.76808329017344,6.38987698728705,5.98230362871519,5.89401175324132
"209175_at",7.5573611834571,6.76033807519575,7.44134919513002,7.36104423984216,7.03746391975739,6.80126287425436,7.24382344380587,7.09319183507276,7.00897886228866,7.31981719248638,7.40357944767479,6.79884777061625
"233827_s_at",5.96282285350077,5.53345948680345,5.79718952374793,5.83801353499967,5.82867143319032,4.93570457836148,6.61733346909914,4.99656299114685,5.14777280022665,6.99619524736278,6.05426102521723,5.95101209247822
"1552319_a_at",5.68635932530032,6.51826883269302,6.05649463947868,6.33972960558021,7.16560998473433,6.32355697351368,6.82620320518893,6.74413296562986,6.0518679034319,6.81187907569811,6.60866411408224,5.88351743317465
"207099_s_at",4.33248694854749,3.6240195611753,3.73311261328558,3.97737755053868,4.02314823712774,3.11321000980523,4.44913421486484,3.74167588255881,3.82216047506203,4.65956198591841,4.59818630833395,3.93693892335942
"213817_at",6.64246216709634,5.56169396491997,6.60802808866675,6.34701504247157,5.67388893518541,5.98443134277207,6.30717907361573,6.35862814445796,6.16637786127086,6.22856118748249,6.24251442746024,5.30391477659553
"205045_at",5.15590298303794,4.19130858540489,4.43240906856795,4.26465070236001,4.15971449785649,4.03841554832434,4.85904406737692,4.28680960199552,4.52912153736144,5.12057465185401,4.88143826313115,4.57709728235843
"221563_at",6.16791871103483,6.04179751855918,5.82973043968108,5.84951403646601,6.45339123567909,6.27321766026985,6.3877280430338,6.25750968732309,5.95598029221451,6.66228597578245,6.5056439230499,6.0243387200855
"219956_at",7.22680227106902,7.46307335429786,7.39663662615791,7.85617954482038,7.14577018457437,7.90807882665479,7.24642271903017,8.2570756380831,7.62007177193771,7.75560264593219,8.00406203196207,7.31368479615555
"225946_at",6.94957494034288,6.44037695279247,6.62551327367159,6.12566272247323,6.46562176648432,5.36727625636735,6.50968425520204,6.0819025926179,5.932952080608,6.52319902613682,5.93732778045218,5.6681228139544
"201914_s_at",7.80171146572231,6.86575612657987,7.0824945432859,7.27916671934841,7.35396410877294,6.6957241473248,7.74337680772549,7.00078817074377,6.78769085419143,7.66252241996861,7.4484147226335,7.2766722252614
"222847_s_at",8.142641625061,7.89242055221232,8.28367647366235,8.04403727227627,7.3600519673716,7.81529457091122,8.32254204571572,8.47391810899111,8.08622528717391,8.37901741043299,8.5206978204561,7.67327575173531
"209791_at",7.91207870708283,7.5931593070128,7.36766182244207,6.43362901590902,7.17204625836652,7.04357929670227,7.27002234791012,6.80976505662286,7.58511034760549,6.47639464693541,6.65084152174255,6.64581612647908
"223214_s_at",7.76279095370593,7.80408488353623,7.92200834425675,8.12854283464601,7.96546401751778,7.50182100813753,8.12733272036258,7.91045460653528,7.42685134135483,8.09464416120387,7.99096457585116,7.4435233414809
"219795_at",7.40067511423494,7.79714984869396,7.71831291170458,7.68843559291592,7.81225652709422,7.38734262182817,7.28912696903809,8.12143228739005,7.85116878233565,7.73108093774144,7.94974860482839,6.42338834338727
"207993_s_at",6.65514112534684,6.91589860908221,7.01562221834969,7.78364605953143,7.44421384446296,6.69246208398351,7.50391875462263,7.30213575790961,7.18308894292291,7.5200871372012,7.41235609340492,7.13052111684488
"219428_s_at",8.47463924146996,8.3053984528661,9.13212985140914,9.03688464041247,8.47603879881624,8.67660631919569,8.96981559132494,8.89215648509082,9.12957823372865,8.66630353649319,8.89274025227791,8.94864381466408
"1559190_s_at",6.73916420177726,7.28161594757753,7.75744898509366,7.25677150858346,7.74642439438416,7.17187474220787,6.79486416317702,7.38498779402664,6.98758556145593,6.867633634019,6.72210069650484,6.93156861451043
"1553165_at",3.81169678019512,3.55403837785907,4.28303279541493,4.66765880369332,4.07383470755339,3.84971140824923,4.52621596443879,4.49462099207063,4.14381943804643,4.56358793985495,4.19394087003831,4.25003144797966
"229881_at",4.94607767359639,4.1070778124743,4.30207018022463,4.30463664132063,4.26055726904674,4.14187641995739,4.73480871361858,3.85073840438068,4.15386637664705,4.91802405938968,4.10303127236566,4.78634449027383
"239093_at",4.35956045192171,4.93389521993367,4.74075709583573,4.50726651146033,4.76255525236364,5.1940107605964,4.38048403016592,4.11766934874773,5.36416921630509,4.54747472402647,4.32776389146737,5.0002779159606
"210576_at",9.02195002883223,8.64611617111183,9.70610175832593,9.67943057496198,8.34053517676842,9.26052077243997,9.05394157872797,9.23137580397908,9.61766291115736,8.99576383384451,8.70505214233464,9.58147543451064
"235025_at",4.15210453227905,3.39517777256639,3.48047900050279,3.58676187995831,3.5616113886314,2.93497980618122,3.88050639612455,3.11501052549002,3.21215667793018,4.0884807564249,3.7286141098161,3.30682855024798
"1569886_a_at",4.57795926889856,4.91095779440287,5.35429573378072,4.79978631427475,5.35888931489897,5.29259883933502,5.18113445628531,5.17383526222412,4.86789577567585,5.33985585529225,5.0617002356083,4.90695201477389
"210943_s_at",8.33125801846726,7.03693454589614,7.26321025576364,7.94795188740753,7.64046327462671,7.09630502444141,7.5857031818312,7.32146398357915,6.96504541029479,7.78100019643985,6.93528092679877,7.41694369930412
"203472_s_at",5.41485318390319,4.69478335817371,4.96171755968028,4.95867121889029,4.56335599342619,4.73525548933859,5.73738436714469,4.81466340452318,4.34016429619531,5.60864804042938,5.53875020080108,5.27395978500253
"242488_at",6.6292349620726,5.83904769066893,5.34797697142771,4.53671543223338,4.49878418742319,4.5793582158408,5.30128309898767,4.65845820069366,5.1843197348817,4.92548033739469,4.49059081628437,4.52901145177157
"212992_at",10.9655122929732,11.2515954312908,10.5018277605841,11.0807689144227,10.9578154197373,10.5859330816541,10.8154729493655,11.3627083539409,10.8803633972284,10.3934404643961,11.0196923581839,10.5959462433328
"214506_at",5.49148180109823,5.51378647264791,6.0854019680219,5.27689070215962,5.28242186963982,5.79407228936169,5.27370081952779,5.59707585644592,5.83850453080135,5.35951927594335,5.37203826653732,5.76579679725719
"1559954_s_at",7.78965039036586,7.08135658464365,7.15299407686148,7.47058291564447,7.0630349305069,6.31068042003145,8.282646433868,6.79484287712647,6.60447400652361,8.35932473140042,7.64731049289672,6.92416314899398
"214155_s_at",6.35999593832265,5.62029052280162,6.43579438531778,6.43579438531778,5.97497092791899,5.15921414655883,6.10963865218761,5.69674381763237,5.59164976511006,6.36080185893956,6.01651015891378,5.06921333706977
"204787_at",7.00053722848965,6.99796919366782,7.34720838227693,6.86371658489296,6.58090726277489,7.08959672800392,7.29200447227717,6.90564447749286,7.01730882300004,7.75249505579958,6.56500763528978,6.60308861861679
"1552302_at",4.77887017239193,4.02307995497155,4.18509442849142,4.73835071121239,4.46319885152712,3.40026636323458,4.38304911945339,4.36053459322656,3.91806172780596,4.8803700618111,4.23532679534106,3.90781647574277
"1553117_a_at",7.78998967873157,7.56486456449504,7.36474199690741,7.61971649323274,7.44217189335037,7.15192140621738,7.83383148611713,7.35926736409507,7.15185748738632,7.77161473006296,7.06098166259067,7.11020969285301
"1555920_at",5.48639545340391,4.98359066671996,4.83430910981712,5.50180060750059,5.41315626748863,4.25404945846304,5.45065604149273,4.83223267969983,4.41879899812369,5.84452957208478,5.09358253491535,5.79356204588141
"218382_s_at",6.10738830000072,6.27678800622236,5.6730072677401,6.12533782471523,6.12981591754869,5.39217611802433,6.37016785399179,6.24190767823894,5.41964621309062,6.28297107659344,5.98276115250736,6.30732217491112
"206633_at",3.22726578739133,3.48883836960451,3.70405923078307,3.32718146120581,3.2504724706766,3.36936558492156,3.20652404619471,3.49490696332912,3.98072711850951,3.08572776109624,3.76731144736974,4.18503339168892
"205475_at",5.11902419054706,5.96569637710515,5.4086371124648,4.60235288536989,5.19684726397835,5.34335078106572,4.73120282849481,4.97727198538395,5.22578984716751,4.34351617907973,4.3714712009953,4.54133296018692
"201780_s_at",9.67758576582966,9.50628102716928,9.55788227950547,9.42080928816434,9.73774718764012,9.00673158371795,9.66022358643577,9.50313657959742,9.08952271637004,9.73633412807649,9.63752382474172,8.83684931106962
"1554341_a_at",4.73049270937395,4.46956323659018,4.3029198239677,4.39860390827562,4.73423211748625,3.54636699842146,4.67295698800418,4.17579783834267,3.92843953840414,4.62394326912422,4.34315232080708,4.21537048873191
"226402_at",6.27309260325796,6.02415971961059,6.04315285459619,5.36709373394866,6.12146380023472,5.14777280022665,5.86207379181804,5.92400930646747,5.77619127426072,5.93608361420951,5.56313639548952,5.24729515954006
"238054_at",5.73801237854588,6.15854921089172,6.09323876507259,5.9801200586729,6.17415333293586,6.23414360473631,5.96636384837918,5.8154949824933,6.02662598730788,5.71641203511154,5.72948105001766,6.19357927807784
"227296_at",5.52844891410758,5.71148913892634,5.97044056061165,6.07370188680189,5.48809340670741,5.47901924023669,5.85141661562916,6.03681293407863,6.1120599377133,5.90469687188487,6.00551535713103,5.61869179994196
"206735_at",3.78491976915544,4.10020254747552,4.31189941020575,3.85306673308066,3.83495478728712,4.32535705411876,4.02614266449477,4.0458248415545,4.2502698488776,3.6533367053376,4.06214940002607,4.2750986389121
"236285_at",6.41198313879795,5.4390233524166,6.09071124857376,6.01299929493824,5.05644451622949,7.00273250865834,4.99014242866761,6.77118533676613,6.30848472534715,6.32918247273698,6.74128649690005,6.85076667752104
"221757_at",7.63279150123405,7.3918199217485,7.52101551557165,7.04496974412489,7.10402153756769,7.13171926299587,7.52496158200517,7.03846713294208,7.12714371332086,7.34939110951262,7.27367051471145,7.63449165164257
"206703_at",5.43204863184643,5.68119457064626,5.09585204230612,5.53581850573427,5.89561004060539,4.77581281279137,5.9921631989551,5.63096240269915,5.17143260087139,5.51721052369932,5.39972205204229,4.84369385367161
"227176_at",6.53038808942721,6.59493686654762,6.25988369759039,6.43697171206897,6.90812321446685,5.1940107605964,6.7206893279349,6.1834556962796,5.89567141508179,6.63457887461512,6.23053993191346,5.98369186557378
"223797_at",6.73973487131329,6.87781344107053,7.28598047715799,7.28733398769935,6.78062218118897,6.97020571182478,6.987786626034,7.2303760155666,7.10250914600814,7.25213435253791,6.70591232531242,7.02423600589711
"1552486_s_at",5.60152916116468,4.90755012139387,5.52023696943942,5.47559334102941,4.86188772151894,4.67477603019383,5.61230562690812,5.11131246532894,4.76632768924543,5.86517855659739,5.25496686711047,4.49525644861101
"209666_s_at",7.84811846371117,7.40544149552624,7.72393920568638,7.45792671878634,7.66790619289727,7.08307998517191,7.47311813001955,7.489071474714,7.29341682218905,7.82248552232697,7.75507297154802,7.17877065653979
"1552701_a_at",6.82599231182165,5.78798348909744,6.8936447171662,6.31419287176274,6.07643349887999,6.2460691054246,6.07634236063262,6.54084088088187,6.93518276012255,6.00531951126599,5.92929082182077,5.90882122430067
"1553059_at",3.65265860854501,3.77143108132381,3.75256765544904,4.16347718485973,3.69426164520573,3.59466104462512,4.07765490104829,3.66088563200944,4.02649073528981,4.35956045192171,3.60006883525134,3.39439735415501
"244444_at",4.31268523560644,5.17783271908159,5.89705127927261,5.14916837775846,4.94842228537215,5.49062831677325,4.73953036320961,5.61179363164073,5.46184202353901,4.23971952089693,5.05864463048724,5.41385522505387
"237802_at",7.33012420408136,6.78032291644293,6.38025648226337,6.45721349087927,6.13539582377868,5.84145907383939,6.33009449711512,6.36965768842269,6.42606457990157,6.29702012248519,5.55010618177868,5.97279944781207
"214876_s_at",6.48379462401108,6.12211943459882,6.40774840436626,6.38400727933169,6.35174840996414,5.9494995586811,6.45515038802319,6.29528299020531,5.85831202478734,6.55903258706709,6.32143758585175,5.91507673695507
"226184_at",8.39537995472403,8.23507798513314,7.89393051900583,7.77305092439064,8.57511170017954,7.26576370217841,7.94126735419833,7.68559180264276,7.44612186529063,8.14309433129872,8.08396952523909,8.04346559676293
"236734_at",2.39783043498236,3.00543321646367,2.75330508288387,2.39835001084393,2.52301501106894,2.89837545778584,2.31575839342784,2.58027136025729,3.43092749510526,2.34900287115694,2.8789265798678,2.81625497716792
"235645_at",5.97911170655305,4.92306944715003,4.66972358742533,5.05627449845808,5.36043698819726,3.98747548827372,5.07015183464782,5.36904972164886,3.97522535580366,5.98250047782947,5.4073432352666,4.65205761155079
"228194_s_at",5.84475268549604,5.17611152624465,5.17053149423614,5.0481468291969,4.43537452740486,4.55436377496432,4.74254412425,5.14219164484363,4.91674694340131,4.76953826625656,5.06129807198608,4.57709728235843
"1561960_at",3.50380849333062,4.28237854258326,4.22994469447135,4.09746097360052,3.98397794048707,4.67087185330987,3.83071257114106,3.72779056917276,4.63852863118397,3.82821523277381,3.85057425099882,4.5492368914474
"1554262_s_at",3.96554967753252,4.15749439641848,4.56752365598187,3.95987996098384,4.46369972907947,4.35099996877724,4.28946146587351,3.95397637491738,4.38161773156932,4.11604950149162,4.67647332911312,4.45476221453544
"228337_at",6.44790905250426,5.53071436193571,5.48383693069147,5.95582342265456,6.05146475763355,5.21157173346584,5.96162246445935,5.47239459060926,5.54611893339766,5.93181525652957,5.83048446034752,5.51552605355702
"209485_s_at",9.09864353318249,8.67120026282121,8.23317413440049,8.55703414453717,8.89331632024766,7.74633361313712,8.59008821860121,8.0507751482671,7.70474667848737,8.50366255671782,8.14687553392437,8.01648804406283
"233734_s_at",5.50381086650988,6.00000994733109,5.65987087133802,5.86411242034882,5.75576577588798,5.50017889974391,6.16922413243485,6.02005646151471,5.65204566062714,5.66269875149044,6.0227939609327,5.55261209736604
"239349_at",5.96857095028085,6.03246244571663,5.8532536566282,5.24840306267485,5.78094560678523,5.91555297430289,5.52942310776335,5.04884731940074,5.91127634135605,5.49328310138654,4.86281897622496,5.56485159045711
"241762_at",5.27921568691446,4.55153431017769,4.17501009339197,4.46926374220533,5.46874571742382,3.92141596358442,4.5692915309586,4.74771492478049,3.71682111704421,5.16158752693311,4.54687346459948,4.807210952867
"211967_at",10.9093828577851,10.0990261906186,10.4166514718966,10.3706819013868,10.3043710905976,9.84243526665849,10.5500248139155,10.2881367694606,9.94062790706645,10.5514550848909,10.4436954681425,9.78379303776786
"238444_at",5.89247185772815,6.06340121573654,5.37593063563722,6.11929889007511,6.51142780096542,5.43802324158492,5.69451533972719,5.93093582923774,5.27442931175493,5.74751957412525,5.59997878289814,5.49217958984129
"239006_at",4.39232839162233,4.03888371773457,3.77226918681402,3.5011200501393,4.94715833267737,3.01739712072967,3.75489037822306,3.81528219114436,3.6848667243795,3.99260843059664,3.1438164299895,3.51535191699582
"242864_at",5.07395224981629,5.50516738368365,5.61925149951337,5.01960755351998,5.96535464064047,5.60673592852226,5.27411963006618,5.66446349483055,5.62974956901577,5.10085219523089,5.69151187396673,5.29483960962118
"212188_at",10.4973480267298,9.86365198044712,9.18964673786583,9.89672834156123,10.3319163244723,8.88034652058019,10.0442048909787,9.23968885013882,8.85155117762399,10.1875031449622,9.81376699020868,9.51568817522693
"228057_at",6.60621896521017,6.88419275338319,6.02659715726513,5.63716266304611,7.00209246250324,6.01465182846778,6.42710854098303,6.23359220940441,6.12386061243672,6.67576815829393,6.10456043345009,5.97919113630854
"220233_at",5.12742822636334,5.82683591541285,5.81941691498167,5.57720361793563,5.80245984348423,5.84339043222494,5.34167910112819,5.75931500675375,5.95110972063607,5.272170677735,5.37626155931981,6.04345519800641
"232382_s_at",9.1395171123318,8.90641285530411,9.02073161726098,8.6524469201191,9.11615197710746,8.47060840879196,8.30598174542338,8.65811847990975,8.463532528331,8.02253341878659,9.11020992878639,8.64198331472582
"231093_at",4.06215542948587,3.17914867632391,2.96427125485198,3.4623747759812,3.19490630512464,3.96091621620911,2.94869856173051,3.26862993488678,3.67806972193808,3.07374765949007,3.04821858372456,4.49305572474851
"235175_at",5.57338569600047,4.90728447184302,4.85116109397186,5.04484203651029,4.57175121823377,4.6359069221913,4.59280034792183,6.09781287837921,4.96713283390071,4.31819834038164,5.43636665295762,4.89281029725679
"238581_at",6.03521232457063,3.6298319748093,4.03755459956091,5.06742273308862,4.28559902806844,4.08117748160182,4.26061794948688,4.52845446465059,3.89693815384027,4.42893905732888,4.30522852346938,4.48471869867748
"221223_x_at",8.30524072811068,7.98431668887082,8.26769099901602,8.20328248438052,7.93059863006596,8.41038422520676,7.93798008830065,7.97846867138931,8.2909220439638,8.43463769468959,8.42119304224769,8.69431126928391
"236840_at",3.96644502855428,4.79278518540164,5.24690417108979,4.52359652073039,5.4199694168437,5.19854814198957,4.84762342470727,5.27938646675893,4.67343066243861,5.40936695500479,4.93285276704827,4.7145547969763
"204810_s_at",4.43231219380442,9.49053253470291,4.3149244071116,4.0154078209563,9.50370221712892,4.44081403590746,4.81825775980913,4.61804929621643,4.47041615934339,3.78246335549611,4.37378790114796,4.04118751764763
"243514_at",8.08875947584065,8.64349990265146,8.02704910405793,8.68759468491668,8.5576085284025,8.21303914262701,8.14474231109104,8.82355608458992,7.99212833113019,8.48755575926409,8.35645166029551,8.0776195465739
"225681_at",9.58525589792838,9.63275136517468,9.98575067771251,8.62312604090807,9.00522084437119,9.30855027178776,10.0779367963844,9.33260743346606,9.40567648410686,9.21084165173819,8.87614026977998,9.10624058597061
"230237_at",2.97470323042128,3.50293102992887,4.01696831395701,2.9088220011849,3.01942408369879,3.60266997196418,3.28930298267905,3.72432179579917,4.27206300034055,4.06620122224599,4.38563162823411,5.02699980763695
"205295_at",5.77004043033999,6.32618882961143,5.31948752079087,5.1021915471593,5.93701200424376,4.86925569848027,5.64001828232702,5.37592595850257,5.63509972537256,5.0577454333955,5.10379927219503,5.11691679995119
"238506_at",4.38088801140894,3.14899987448477,3.59320552167708,4.1968484761873,3.86038471062829,3.16518531898838,4.38977168811641,2.97633476329587,3.19023767064976,4.73267513128128,3.68450561593016,3.39834374352963
"237799_at",4.66075282554046,5.37761584944293,5.11336822051801,4.81534279416326,4.87837123277379,5.10517460300083,5.21733659826057,5.34342337324309,5.30995783201439,5.06097909136951,5.44176768497759,5.26696939446222
"1554883_a_at",5.43186379653662,4.34484709864417,5.33126446060771,5.01385984366188,4.91369706688071,4.79418153113159,5.62556096717339,4.57029438662005,5.10846857625289,5.83338376581401,5.1012247017771,5.13432286157276
"225070_at",9.36224517145073,8.64063419495705,9.46704198659753,9.37909238496972,8.51310440429704,8.98566685548975,9.42274462587174,8.78199380279122,9.44849198657066,9.38447131026949,9.19861913123154,9.46947017127515
"235044_at",6.76358793242322,6.12612306680955,6.36555486293912,6.21773244004337,6.10397885482399,5.00774298915135,6.52645967621189,5.47635808032487,5.42325310084478,6.78420973892425,5.85938300317112,5.79843695789963
"227804_at",8.46016728273442,8.72525295991121,9.15089066154472,8.93472129966596,8.4596734356081,8.89030265479554,8.81340589455638,9.15022254885349,9.28329061013383,8.60586259910541,8.8764639112406,9.22970631975872
"1553062_at",8.23250852778118,8.34915040697539,8.69651666936148,9.09230855938137,8.16795692261535,9.01151911884546,8.3211347457343,8.71048578513105,8.84978419401911,8.40943498878575,8.4740668707427,9.02805941146247
"215432_at",3.44818605555147,3.63340047038555,3.61827295800477,3.80376381984035,3.55456986434434,5.38668024510675,4.15270641369911,3.98917843541777,3.31581006531468,3.77479082465202,3.97621823729167,3.22921259139298
"204170_s_at",7.45456932310844,7.23349135764048,7.17792685468413,7.44464348515384,7.96859145257559,7.17909734673929,7.23612208860085,7.74753373381301,7.12074908618255,7.71997270461662,8.1152461635096,6.91087102330382
"228489_at",6.29284212790332,5.95657198883211,5.38685170498495,5.54695454862471,5.92946718999654,4.9603562225209,5.79995322054416,5.07002559176703,5.1940107605964,6.14940204812811,5.57621047565421,5.10323172902469
"233220_at",4.11444949065618,4.50108102492862,3.67663874060117,3.76901890181118,4.0098181060232,4.30132624992521,3.90428398499047,3.48164061315103,4.10691311361089,3.68027752312859,3.72036627594243,3.89920591212947
"225400_at",6.55940366915779,6.13678084109556,6.50228733397597,6.29336173052014,6.30496061541303,5.89180364547677,6.56585021196745,6.06580253858863,6.14496438366804,6.73743599209625,6.72205539704323,6.26653572531594
"228648_at",8.42487313560789,8.23180817920105,9.01601332311204,9.16413104411647,8.16921357074583,9.11150530371786,8.16347966076339,8.76399779760351,9.4918731522391,8.40366516375693,9.1186377466618,9.15073231061454
"225542_at",4.95567403765577,5.49490804066148,4.98262513996877,5.33399587960369,5.38517695035705,5.5829260211404,5.29518630415108,5.53177126998059,4.85251317476315,5.30380217934261,5.46188784726204,5.46188784726204
"242039_at",5.78416291367249,6.2365554007999,5.49611441000901,6.18645836127101,6.00562831340961,5.6161568136926,6.21073228180913,6.41199021679456,5.56523642045879,6.03653889475402,6.28583569830461,5.79616337438457
"243492_at",5.71059290833208,5.43914174755985,5.42329413495375,5.36261587690719,5.78364176852173,5.18037567195062,5.42928513279544,5.19571078769992,5.24263579611585,5.7816861045705,5.36652965852737,5.80534429673659
"1553946_at",13.8167330756678,13.3117215194951,13.1826931886129,12.8979310208333,11.6998919670496,12.0195846214911,13.1899897472457,13.128468367578,13.0842588911851,12.6798705564204,12.6169147830722,11.6153763276494
"203019_x_at",5.24405144630471,5.16493605567713,5.50817246188503,4.88073673435447,5.32136188241246,5.35923206116442,4.85885892677213,5.15774144654601,5.48217175989495,4.59819586087886,5.24978268988866,5.42040757511199
"219915_s_at",6.78729132308541,7.49596562592605,6.47317460419096,7.12268960273929,7.94954884556703,7.0192732624814,7.83710939583256,7.3610616574204,5.92842587975581,8.12137508114408,7.78084368997642,6.79476018218045
"228501_at",4.43802326256714,5.8193526376946,6.18256008878762,4.52557049023536,5.04863015090747,5.26477869302933,5.27960821752398,4.43043773643323,5.07521495889759,4.42739494194405,4.71565034393889,5.14567318527512
"233221_at",4.37357732691799,4.73131081131765,4.63387847389934,4.25018510717622,4.40814117897742,4.82891573898264,4.31066847216894,4.43270868715616,5.3253691768941,4.06477272731018,4.44694735144023,5.43201773129918
"201732_s_at",7.20525514084556,6.86223587032296,6.88444700846008,6.82855909733206,7.40431800838156,6.38319731328651,7.38133034165602,6.92322237761852,6.43579438531778,7.67199664905452,7.32911615746437,6.7996115632554
"205148_s_at",4.05458730623428,4.44113433201973,4.30752788104224,4.37674553312543,4.63824915799526,4.16175942993048,4.73228638470697,3.92050024661209,4.2758199993039,4.74296357791102,4.54688000334354,4.90492093823157
"232127_at",3.94446614508389,2.85597627669839,2.95596443234082,3.80597377355029,3.63965014392453,2.81586860745378,3.41245827538517,3.054859365922,2.98475302029611,3.70597464426226,2.85597627669839,3.08502247754589
"226704_at",5.43583843470047,5.71453523045454,5.20870419211279,5.96006100141978,5.87475771176038,5.16118365783058,5.98594917466407,5.90686535405295,5.25743113322888,5.95490057299778,6.07583653785997,5.36627911158179
"1558739_at",5.74968871407619,5.06150512790221,5.35300910151765,5.83457394656602,5.62353226437474,4.71112784548363,4.8373367282961,5.63788685893491,4.78494184864114,5.70815649462935,4.75850490485912,4.82699878273351
"1555536_at",5.66819470643915,5.23896033412041,5.46487630459115,5.65705293593241,5.42633530972665,5.20923970618406,5.68311546600804,5.15313493901569,5.61486391129514,5.87338538134449,5.3798985593671,5.50182394088768
"236813_at",6.10278309556361,5.67876608876263,6.4503145370972,5.88385992564371,6.1568932007089,6.34120352544397,5.50876858400036,6.30219112753481,5.9346584975317,5.5153820290082,6.01066150208778,4.92678126648663
"238439_at",8.92180499483613,8.76885267373491,9.45828497238858,9.43144698508763,9.13231582978748,9.28022310344929,8.96681216371551,9.43396052843695,9.18000342042088,8.89402548514041,9.33669415892311,9.16237990263684
"213549_at",7.54179204713749,7.85996922437998,7.5619698664214,7.40076516448677,8.11887093160851,7.39460069833853,7.63875055094529,7.93578762125582,7.65950517554403,7.66129180236598,7.97050828082397,7.4012741856811
"206807_s_at",5.20379085908113,5.66781639126059,5.74004539136939,5.19080903570592,5.24794498210901,5.92193528995594,5.59955707305219,5.42333568831908,5.73281005579956,5.10529149082738,5.49421442706618,5.81771022943284
"213415_at",8.28836293487286,7.06008697219032,7.04297281149977,7.12521999548908,7.34047279077566,6.61025082939064,7.35979261270418,6.59485536074778,6.78337496033166,7.68640678060044,7.07905016312927,7.02459272880199
"238794_at",4.72726496776724,4.1720760737563,4.1563853710412,4.45865874176638,4.43945326323325,3.74648052805449,4.90703623986578,4.26937475091499,3.95660377207451,4.72735117341578,4.13672486434904,4.0098181060232
"1558846_at",10.3747244503172,9.37736227190917,10.6128676767046,10.1306245245007,9.97081821945337,9.98596840997061,10.4229253711409,10.3534077824701,10.8436415817459,10.3002419012427,10.3066312134575,10.6036244454126
"238072_at",3.7617167207107,4.27667197694505,3.90217833130241,3.54689507616289,3.81766433087982,4.37228343037599,4.02985805833594,4.09696043819611,4.69701185477426,3.70523781723085,3.89756770353011,4.85080035865422
"202376_at",8.15719279219948,9.40784921431639,9.70125194848242,8.3507566461123,8.79842842893115,9.50527576188532,8.8741943786188,8.81216660727038,8.45043028770145,8.62339752637881,8.83386767627783,7.93914818634762
"230323_s_at",7.29754320249206,8.16787940742054,8.50494940519633,7.94246529749888,8.05799991276315,8.3537493514078,8.24059444088635,8.6256864357653,8.28607040832501,8.65237473655157,8.9098023479214,8.34169851622131
"207786_at",5.43709582945399,5.01956408829993,5.13768578722775,5.55719408207987,5.1432595102823,4.8168231066948,5.12258571828891,5.64802955740295,5.01956408829993,5.48506419142004,5.52500955032681,4.79285729893103
"214252_s_at",7.16138433805312,7.16449515561686,7.14309478321423,6.8917940598581,7.09701321410609,6.72533078481221,7.5796292299599,6.98512436601755,6.74553314915364,7.45144862538502,7.19744038643318,6.5727875654534
"228094_at",7.65183129008841,6.88275552829016,7.07388847718411,7.5220113275038,6.77229207814503,7.53947080259882,6.96845056778464,7.45245577974953,7.3185678432553,7.54314053564255,7.23189266114801,7.32110120111073
"229584_at",6.73019942139116,6.43376111938751,6.66039930820724,6.16296087491691,6.91383240845332,5.89674071196547,6.55764082375069,6.32436662480833,6.18198932023235,6.68051178333777,6.31320192269132,6.0871788636233
"1553077_at",6.03876568320167,7.04779419239221,7.01475969854127,6.98077829199633,7.16823578540897,6.87422011662711,7.62284792747125,7.22841883444658,6.660142940072,7.84314563559323,7.6034656403236,6.12183105671367
"226908_at",7.98761235415199,7.6458790994222,7.52541599568872,7.48043256504561,7.94914407516197,7.03165574296849,8.0591581170974,7.37637097333722,7.08701493518883,7.92063429556796,7.69710416340657,7.07182273111446
